"binno","ratio_mean","ratio_ci","age","ratio_gam_fit"
16,NA,NA,35.805,-5.76353544533897
17,NA,NA,39.455,-5.70432469120496
49,NA,NA,239.5,-2.45916981155159
50,NA,NA,244.6,-2.37643697700825
51,NA,NA,249.2,-2.30181520467499
52,NA,NA,251.551,-2.26367699016285
59,NA,NA,286.8,-1.69186332647269
66,NA,NA,327.05,-1.03892281855671
67,NA,NA,338.8,-0.848312856618501
68,NA,NA,352.8,-0.621203114734678
69,NA,NA,365.55,-0.414371028376199
70,NA,NA,377.45,-0.221327747774955
71,NA,NA,385.2,-0.0956062835178367
72,NA,NA,390.5,-0.00962902409038885
73,NA,NA,400.45,0.151781113891327
74,0.275333333333333,0.0141004397094559,409.2,0.293724702568716
75,0.437333333333333,0.026539510168803,415,0.386210202476201
76,0.686396825396825,0.0591269654594623,421.1,0.479070451870582
77,0.284047619047619,0.0343625765429001,424.3,0.532341716184049
78,NA,NA,426.5,0.573611904813457
79,0.479380952380952,0.0358712509806054,428.95,0.624866902132557
80,0.59447619047619,0.0333870740124245,431.95,0.694903298772645
81,0.9417886002886,0.0525501443695242,435.95,0.792869177386195
82,0.932901691445809,0.0376461887368303,439.65,0.875007731253959
83,0.982045215104813,0.0395920397022224,442.3,0.923030967634427
84,1.00417893217893,0.0422149666261168,444.5,0.954956686337633
85,0.980183261183261,0.056062785923221,449.1,1.00082200693201
86,1.06453854478854,0.037869417026138,455.7,1.02863238436451
87,0.962294315789684,0.0363772116765458,462.85,1.02479352411171
88,0.997670843776107,0.0195486833611685,468.65,1.01448868544983
89,1.00865388292478,0.0366821650396561,473.85,1.00672701496983
90,0.995776223776224,0.0544561614872651,481.55,0.994554312780157
94,NA,NA,498.75,0.966399921233935
