"age1","com_age","mean_ratio","hpd50lower","hpd50higher","hpd75lower","hpd75higher","hpd95lower","hpd95higher","ratio_gam_fit"
62.941,63.381,0.00435845701294264,0,0.00503733003699961,0,0.00630343860457243,0,0.0120231039238159,0.14194346289
63.942,64.38,0.0279587268270857,0.0200643245555305,0.0310661795232704,0.0161092621852594,0.0352358831192892,0.0121369928013494,0.0460257520477451,0.149913848668768
64.942,65.378,0.0757699767458655,0.05209239195854,0.0818066696946309,0.0453864924437501,0.0970857085897687,0.0343252999148508,0.123393579076266,0.157875821268142
65.721,65.938,0.119113206482278,0.0856317060971927,0.128097060014681,0.073057195947819,0.147296311150247,0.0594811862674058,0.190312217678041,0.164077415520967
66.222,66.437,0.176887087897395,0.161495655954728,0.189207093063877,0.151614855037254,0.198849951139077,0.136952412651178,0.218718778318981,0.16806524413714
66.944,67.374,0.229515896308323,0.213357676722263,0.242406790028257,0.204748311892686,0.253964471970517,0.189038729907623,0.27318664563043,0.17381090810791
67.945,68.372,0.214552247674583,0.19868087056942,0.225745712368859,0.190780646290018,0.237362069073517,0.175944436264994,0.254997721710351,0.181773228264105
68.945,69.37,0.205553172449995,0.190097578859525,0.216844951575352,0.181879862415605,0.227159685664205,0.165602385244047,0.24292322987516,0.189721519418262
69.946,70.368,0.214926538559993,0.198526256486943,0.227021745505311,0.189606174721824,0.238451277212516,0.173765956022245,0.256888473378392,0.197669353236464
70.947,71.366,0.23626847773965,0.220616085886428,0.249796536801497,0.209076172081352,0.258615740066746,0.195332077580071,0.278741171358702,0.205606194104292
71.948,72.365,0.271399025469329,0.252137951132516,0.285266686887339,0.24248171291014,0.298476119384252,0.225159885680933,0.320495873065776,0.21352922303257
72.948,73.363,0.258889044745861,0.239283207464388,0.272647079407797,0.227659765049425,0.285310744679582,0.209375296383243,0.306449273084448,0.221427518991028
73.949,74.361,0.268135711842159,0.249892097966743,0.284692996780207,0.236954456101187,0.296784058590774,0.218822004916577,0.321907352627001,0.229313657496993
74.95,75.359,0.265798883184462,0.244241860405157,0.279324740105916,0.234427896855298,0.293936193900053,0.21565505924854,0.316185961298726,0.237176337428962
75.951,76.357,0.250324743361694,0.232996490684724,0.265814131990449,0.220740481037776,0.276975371572551,0.201669588898567,0.297633861850169,0.245012015928571
76.952,77.355,0.237714953321902,0.21786924875741,0.250987544169017,0.208075766278795,0.264316974301301,0.1910102622857,0.285423873736263,0.25281702202166
77.952,78.353,0.257772185249429,0.236316914883725,0.270962353147628,0.226945778032159,0.285861118308866,0.209672210263058,0.310018456147673,0.260579832785821
78.953,79.352,0.243382071456651,0.226104186973355,0.257516162840622,0.21544157382511,0.269037476812965,0.195654671176778,0.287541107941358,0.26831211091431
79.954,80.35,0.259324379603859,0.239125298549715,0.276346446881605,0.2269682530715,0.290399956432048,0.205976962358411,0.312323937236433,0.276002141668519
80.955,81.348,0.253381077963818,0.236053942870766,0.268326083529532,0.224789324987654,0.279016700881802,0.208011272064372,0.299396475061644,0.283645942152499
81.955,82.346,0.251780672101663,0.23255358113275,0.264409777780713,0.223943196266961,0.278660915243892,0.206367378352997,0.299656791793233,0.29123193967624
82.956,83.344,0.209005070473877,0.190391012821519,0.220548538186677,0.181053652104124,0.232401187132306,0.165937330480217,0.254260460221353,0.29877128421157
83.957,84.342,0.229297016764822,0.215710251994813,0.241659230845299,0.206868847647344,0.251156234660808,0.192078490813429,0.266771289201797,0.306252343715195
84.958,85.34,0.247403495112725,0.230740953536971,0.260236627212424,0.22212322564268,0.272304638644281,0.206222016185837,0.291039991765276,0.313671119677323
85.958,86.338,0.550917307263352,0.524368709024734,0.579745339137007,0.502725438124064,0.597839091019334,0.467767682418939,0.628582339370333,0.321016340496452
86.959,87.337,0.543087753622303,0.514729289560115,0.576897382306074,0.493037849391972,0.599826039341125,0.446306417948196,0.626058246348655,0.328298792035489
87.96,88.335,0.564365631691718,0.537771460151137,0.599061366078854,0.512730491469665,0.617283791017098,0.47595774657435,0.653537152598452,0.335507254853143
88.961,89.333,0.489132094329973,0.461084887260281,0.511346300208137,0.442922959450632,0.528900325593757,0.417203225011599,0.560786874722592,0.342637969430716
89.961,90.331,0.44847070925649,0.425136058324493,0.472590317288167,0.406484858112893,0.488032722400862,0.377692394893033,0.514533108383243,0.349680269525481
90.962,91.329,0.411415692129065,0.388152802794838,0.428518780460641,0.374786623693074,0.443912696940345,0.354332603489729,0.472349789906417,0.356644682496324
91.963,92.327,0.41789442675627,0.39644012512095,0.441352432958137,0.378669167500975,0.455560016935638,0.355264805709475,0.484923338261572,0.363520681148677
92.964,93.325,0.323401726014746,0.304155728520041,0.339020934782593,0.294359425988271,0.352932147611568,0.276010571474246,0.375209050262434,0.370304948507629
93.965,94.324,0.275179176257021,0.26205735110078,0.28723777329284,0.250923894724455,0.294468042884196,0.238022047621318,0.312311208345156,0.376994303398385
94.965,95.322,0.274493933093361,0.258967486468378,0.28768245876959,0.247904827948255,0.296948807010886,0.233345975371072,0.317132849874291,0.383579173684069
95.966,96.32,0.270569933802841,0.257455882469449,0.284636902138853,0.245206779909003,0.292271323180786,0.230043863797855,0.31185272882677,0.390069845613409
96.967,97.318,0.269191979747794,0.254747747142325,0.282920409021649,0.247125882448697,0.295090021134244,0.229575395720959,0.310995328324142,0.396456956585837
97.968,98.316,0.266097291373931,0.251739934965393,0.28001256592918,0.24278489023319,0.290517596449244,0.227003315251398,0.307509287351145,0.402737941240252
98.968,99.314,0.306375139766467,0.290875874491644,0.322877477794381,0.277838479533431,0.331869157564302,0.260207855282872,0.351368082629595,0.408904290209217
99.969,100.157,0.52230411700216,0.495096091099227,0.554180231570668,0.469838473411931,0.571008305104253,0.434882230829023,0.609045381005786,0.414966110937807
100.485,100.656,0.354006573454935,0.30383777093713,0.383821613011614,0.282120377939001,0.41499699471967,0.246031971905456,0.475443462229227,0.418046946537161
100.985,101.31,0.369890291860415,0.34327136244109,0.392123013996936,0.325067574267256,0.409559009614612,0.302160299214307,0.445871665274924,0.421003410944293
101.971,102.309,0.346440709420069,0.31951182270202,0.368916189302292,0.30418046675802,0.387906444787153,0.280365138168412,0.421212726519969,0.426749559914361
102.971,103.307,0.361353718765642,0.330625651516066,0.381133601018742,0.318884609985673,0.405030641557442,0.285938001244697,0.432182577765642,0.432462207864883
103.972,104.305,0.388999172940843,0.360834793957794,0.414088170548187,0.341819480725091,0.431509945270871,0.312812743582476,0.464018446854815,0.438063151511866
104.973,105.303,0.450213860581851,0.419781027811841,0.480444610553327,0.395927967453881,0.499592440065844,0.36084682282211,0.5394673969938,0.443545444043155
105.974,106.301,0.608662574693336,0.570077457400877,0.658479130940933,0.534614572811773,0.687490629446356,0.485017868026948,0.736326953866217,0.448908082881518
106.975,107.299,0.608109887843005,0.578108004080963,0.667289436356716,0.537811972933052,0.686921320937835,0.471919854012038,0.730606822741678,0.454150236387391
107.975,108.297,0.545093214087911,0.489596029175098,0.574802262731417,0.470313807082726,0.612524552594607,0.426481836199499,0.663960615908284,0.459266185493435
108.976,109.295,0.457377980480412,0.420724494051995,0.484838279151738,0.397627232785947,0.506353521092025,0.366280921689,0.54827542066738,0.464265662758896
109.977,110.294,0.482982786797544,0.448757179325514,0.516290510046598,0.421542298600046,0.537402427647648,0.386854083224031,0.583992185784854,0.469143151546844
110.978,111.292,0.464096381390374,0.423194290139522,0.487082010586141,0.408109021037839,0.51640158520561,0.370205913087768,0.555959821854419,0.473898466510538
111.978,112.29,0.512200746415879,0.484046393113258,0.551224751953794,0.452483990954138,0.566427824431336,0.413361398078131,0.608004822597532,0.478527004055605
112.979,113.288,0.607139942993369,0.55343327601606,0.644555069035084,0.525678367146635,0.682377134887072,0.473945946915476,0.738295074655146,0.483038128441281
113.98,114.286,0.563198021066397,0.515546119819875,0.608429688286747,0.481888856827103,0.639014714664083,0.427500193580584,0.697650773656737,0.48742739439581
114.981,115.284,0.511814551915979,0.471834591404768,0.557559607345585,0.439620874514404,0.585436311449593,0.389771327091731,0.631273284763825,0.491695176577189
115.981,116.282,0.510838655056421,0.472956233618669,0.556296275145718,0.435055303459963,0.578775477813496,0.385736226361306,0.628848384224676,0.495837890550816
116.982,117.281,0.602287064364535,0.557292023272874,0.662739143376758,0.506866285138419,0.686020158535479,0.448078508818439,0.750152041358377,0.499864435451914
117.983,118.279,0.541711164288843,0.481363536165888,0.582763377441694,0.443116321743725,0.618338538625864,0.394977881281779,0.684985312348996,0.503771331239748
118.984,119.277,0.540346337494567,0.503878652682651,0.584377426715322,0.471697750551866,0.610405404358226,0.416437100381604,0.655460430877751,0.507559402208905
119.984,120.275,0.532638589220158,0.480860368744825,0.57260284641658,0.450272879775621,0.605933829906327,0.405199556165727,0.672169908995851,0.511225958364533
120.985,121.273,0.470494666756568,0.425539284017538,0.514571909955979,0.398742636307028,0.550644389787435,0.346022824410223,0.595065276217739,0.514779336081995
121.986,122.271,0.399405794706728,0.360750706540718,0.42988841040233,0.340688068617337,0.457862161745176,0.298493802374172,0.496302522209264,0.518216892726146
122.987,123.269,0.385453337506646,0.334458454646682,0.412119518527685,0.314499799142611,0.444386614259388,0.278162753636075,0.493349691706529,0.521539782047729
123.988,124.267,0.38974754624424,0.345911987345376,0.421403893411956,0.319165124720109,0.44621901645792,0.28404376722096,0.496015827231233,0.524749221574122
124.988,125.266,0.398762053061561,0.362703198082075,0.427847685417727,0.339920179970804,0.450365846939013,0.302104605127844,0.491478915141051,0.52784344685279
125.989,126.264,0.456718643115939,0.406685984175008,0.486384736231733,0.391083309276745,0.521570942031204,0.35273918128678,0.568657064735217,0.530829969173079
126.99,127.262,0.485676590208768,0.444323835865845,0.521580509539021,0.411018175360732,0.544661725903612,0.373419843988903,0.601298304256465,0.533707005598039
127.991,128.26,0.566904867212338,0.527421095602431,0.613483736326272,0.495478335204604,0.642102398361576,0.446698197873671,0.700135627413327,0.536475960112194
128.991,129.258,0.511084428103135,0.47869818899805,0.561254881950046,0.444073428866542,0.585819531457257,0.392217777092202,0.628344990394905,0.539135660743297
