genus,binno
Huronia,81
Huroniella,81
Huroniella,81
Huroniella,81
Huroniella,81
Huroniella,81
Huroniella,82
Huroniella,82
Imbricatoceras,81
Imbricatoceras,81
Imbricatoceras,81
Imbricatoceras,85
Infundibuloceras,72
Isorthoceras,81
Isorthoceras,84
Isorthoceras,85
Isorthoceras,85
Isorthoceras,85
Isorthoceras,85
Isorthoceras,85
Isorthoceras,86
Kailiceras,80
Kailiceras,81
Kailiceras,81
Kionoceras,64
Kionoceras,64
Kionoceras,71
Kionoceras,71
Kionoceras,74
Kionoceras,74
Kionoceras,75
Kionoceras,76
Kionoceras,76
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,77
Kionoceras,78
Kionoceras,78
Kionoceras,78
Kionoceras,80
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,81
Kionoceras,82
Kionoceras,82
Kionoceras,82
Kionoceras,82
Kionoceras,85
Kionoceras,85
Kobayashiceras,75
Kobayashiceras,75
Kochoceras,85
Kopaninoceras,74
Kopaninoceras,74
Kopaninoceras,74
Kopaninoceras,75
Kopaninoceras,75
Kopaninoceras,75
Kopaninoceras,76
Kopaninoceras,77
Lambeoceras,85
Lambeoceras,85
Lambeoceras,85
Lambeoceras,85
Leurocycloceras,77
Leurocycloceras,77
Leurocycloceras,77
Leurocycloceras,77
Leurocycloceras,77
Leurocycloceras,81
Lituites,86
Lituites,86
Lituites,86
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Lituites,87
Liulinoceras,86
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,53
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,54
Lopingoceras,56
Lopingoceras,58
Lyecoceras,81
Malgaoceras,82
Meitanoceras,87
Meitanoceras,87
Mericoceras,75
Mericoceras,78
Mericoceras,80
Merocycloceras,74
Merocycloceras,75
Merocycloceras,77
Merocycloceras,78
Mesnaquaceras,87
Metabaltoceras,90
Michelinoceras,47
Michelinoceras,47
Michelinoceras,47
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,48
Michelinoceras,49
Michelinoceras,49
Michelinoceras,49
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,50
Michelinoceras,51
Michelinoceras,51
Michelinoceras,51
Michelinoceras,58
Michelinoceras,58
Michelinoceras,61
Michelinoceras,61
Michelinoceras,66
Michelinoceras,67
Michelinoceras,67
Michelinoceras,68
Michelinoceras,68
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,71
Michelinoceras,72
Michelinoceras,73
Michelinoceras,74
Michelinoceras,74
Michelinoceras,74
Michelinoceras,74
Michelinoceras,75
Michelinoceras,75
Michelinoceras,75
Michelinoceras,75
Michelinoceras,75
Michelinoceras,76
Michelinoceras,76
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,77
Michelinoceras,78
Michelinoceras,81
Michelinoceras,81
Michelinoceras,84
Michelinoceras,85
Michelinoceras,85
Michelinoceras,86
Michelinoceras,86
Michelinoceras,86
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Michelinoceras,87
Microbaltoceras,90
Mitorthoceras,63
Mitorthoceras,68
Mitorthoceras,68
Mitorthoceras,68
Mongoceras,81
Mongoceras,83
Mongoceras,83
Murchisoniceras,76
Murchisoniceras,76
Murrayoceras,87
Mysterioceras,87
Mysterioceras,87
Mysterioceras,87
Mysterioceras,87
Mysterioceras,87
Nathorstoceras,85
Neocycloceras,53
Neocycloceras,53
Neocycloceras,53
Neocycloceras,53
Neocycloceras,53
Neocycloceras,53
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,54
Neocycloceras,58
Neocycloceras,72
Neosichuanoceras,81
Neosichuanoceras,81
Neosichuanoceras,81
Nybyoceras,85
Nybyoceras,85
Nybyoceras,87
Nybyoceras,87
Nybyoceras,87
Nybyoceras,87
Nybyoceras,87
Nybyoceras,87
Nybyoceras,87
Obliocycloceras,77
Obliocycloceroides,77
Ogygoceras,89
Ohioceras,81
Ohioceras,81
Ordogeisonoceras,85
Ormoceras,69
Ormoceras,73
Ormoceras,73
Ormoceras,74
Ormoceras,75
Ormoceras,75
Ormoceras,85
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Ormoceras,87
Orthoceras,47
Orthoceras,47
Orthoceras,47
Orthoceras,48
Orthoceras,48
Orthoceras,48
Orthoceras,48
Orthoceras,48
Orthoceras,48
Orthoceras,48
Orthoceras,49
Orthoceras,49
Orthoceras,49
Orthoceras,49
Orthoceras,49
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,50
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,51
Orthoceras,63
Orthoceras,64
Orthoceras,64
Orthoceras,65
Orthoceras,65
Orthoceras,65
Orthoceras,65
Orthoceras,65
Orthoceras,65
Orthoceras,67
Orthoceras,67
Orthoceras,67
Orthoceras,67
Orthoceras,68
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,69
Orthoceras,70
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
Orthoceras,71
