"","binno","t2d","t2u","t3","tPart","tGFd","tGFu","tSing","tOri","tExt","tThrough","divSIB","divCSIB","divRT","divBC","extProp","oriProp","extPC","oriPC","ext3t","ori3t","extC3t","oriC3t","extGF","oriGF","E2f3","O2f3","ext2f3","ori2f3","samp3t","sampRange"
"80",80,3.1,2.76,1.72,1.04,0.7,1.16,0.02,0.36,0.3,11.28,5.24,5.84056708157173,11.96,11.58,0.0255214785214785,0.0314325674325674,0.0260750223415552,0.0320153185228103,0.587983111776556,0.442218083479987,0.0478503430694716,0.0477657516812222,0.0575589847579521,0.108410142805743,0.0663333333333333,0.0878571428571429,0.0800992200217483,0.0997862534993937,0.663265306122449,0.410854395604396
"81",81,2.76,4.2,1.7,1.2,1.16,1.4,2.48,1.88,0.6,11.04,9.28,10.9401270797495,16,11.64,0.191745966967329,0.269303323697287,0.0550353072763202,0.155437099187471,0.455524977399017,0.886974294490598,-0.0704246897238201,0.428486745754601,-0.101095662511722,0.303907636854,-0.0486666666666667,0.193412698412698,-0.0374680691653713,0.249746632831956,0.577,0.397090742590743
"82",82,4.2,3.7,2.46,1.54,1.2,0.64,1.22,0.92,1.88,11.04,8.74,10.7400298736222,15.06,12.92,0.201347275359659,0.138800180813339,0.158360372179313,0.081319015068967,0.593960802752197,0.457344917995276,0.1781206984231,-0.0903086985968541,0.215901612230372,0.00625511420007794,0.0912698412698413,9.52380952380938e-05,0.112127802572951,0.0117557332980424,0.617,0.431671772671773
"83",83,3.7,3.72,2.32,1.02,0.84,0.74,0.36,0.52,2.26,9.7,7.44,8.05222615030621,12.84,11.96,0.204464445685034,0.0683823806912042,0.212760972220147,0.0526065802082037,0.529132993764395,0.535769284172609,0.122669530174852,-0.00952486545920287,0.178927496522834,0.139636953565174,0.0976666666666667,0.0837619047619048,0.14683239723224,0.108828052746231,0.698666666666667,0.452051448551449
"84",84,3.72,5.26,1.5,0.66,0.84,0.76,3.3,4.8,2.14,8.08,13.82,14.5921698232714,18.32,10.22,0.294742118218898,0.442405072395784,0.243863329379981,0.480562932315495,0.910297771396138,1.27264561421249,0.514915057018287,0.850693478816536,0.450464441467573,0.731285088713852,0.281904761904762,0.448904761904762,0.388283222290353,0.673726103955899,0.71875,0.445350649350649
"85",85,5.26,8.34,3.72,1.68,0.6,1.22,3.66,4.92,1.96,10.92,15.32,15.7636478459473,21.46,12.88,0.259794475129722,0.398305131601322,0.174463349874393,0.380387467057037,0.38350914377131,0.862081372443254,0.14011128409752,0.464649384313592,0.0563113485025006,0.5396036875496,0.0296904761904762,0.300392767363356,0.0417256239589843,0.382438776707537,0.69731746031746,0.44021534021534
"86",86,8.34,10.92,4.18,1.12,1.58,0.22,7.46,7,5.84,10,26.04,22.5573741996378,30.3,15.84,0.439131340083926,0.478034401566382,0.476861123430399,0.545328116426869,0.735837603908033,1.00649698698857,0.604093216274848,0.606294908360587,0.575997351565922,0.582273375136869,0.344823953823954,0.395723658694247,0.463937522231258,0.531456033069023,0.798388888888889,0.572558941058941
"87",87,10.92,9.24,4.64,0.66,0.36,1.62,13.16,8.1,6.64,10.36,35.34,27.192356885042,38.26,17,0.516544496981191,0.55649972600485,0.504003644575484,0.59077667361893,0.876451183571091,0.709034812769568,0.374616402177307,0.465636953095778,0.530163646549951,0.578360371492679,0.367540182040182,0.375394272394272,0.492115174872021,0.504019364871066,0.88797619047619,0.723719724719725
"88",88,9.24,7.06,5.66,3.58,0.62,3.3,3.16,1.2,3.4,15.06,14.42,16.2494283914632,22.82,18.46,0.286901672908514,0.189179639579466,0.207499014061581,0.0785665733584214,0.503660108202779,0.234719232900106,0.215784520536863,0.10297484526692,0.0282150707762737,0.0767576119962246,0.0246905039405039,0.0085964590964591,0.0316709043991674,0.00971015631563401,0.622157287157287,0.447172588591319
"89",89,7.06,4.32,2.62,0.8,3.78,0,4.52,0.38,7.76,8.5,16.6,15.1810012144913,21.16,16.26,0.5805973639263,0.230115240474728,0.669456445291439,0.047338712636028,1.04730390183774,0.547697885053371,NA,0.0497674383364474,0.871411156242536,-0.345668506538204,0.466960317460317,-0.0104285714285714,0.677383651650455,-0.00657008133944073,0.772740524781341,0.473276723276723
"90",90,4.32,0,0,0,0,0,12,1.16,8.68,0.2,22.02,NA,22.04,8.88,0.939234237239406,0.596769298992438,2.18435124860275,0.456434819146784,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.9
"91",91,0,0,0,0,0,0,0,0,0,1.36,0,NA,1.36,1.36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"92",92,0,0,0,0,0,0,0,0,0,1.36,0,NA,1.36,1.36,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"93",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,0,0,0,0,0,0,2.56,0.52,0.7,0.66,4.2,NA,4.44,1.36,0.732142857142857,0.682952380952381,0.406272009217271,0.20503573099019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661290322580645
"95",95,0,0,0,0,0,0.78,0,0,0,1.18,0,NA,1.18,1.18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"96",96,0,0,0,0,0.78,0,0,0,0,1.18,0,NA,1.18,1.18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"97",97,0,1.04,0,0,0,0,0.44,1.64,0.88,0.3,3,NA,3.26,1.18,0.414666666666667,0.651,0.573439996104923,0.880284922763714,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.153846153846154
"98",98,1.04,0,0,0,0,0.92,0.24,0,1.02,0.92,1.54,NA,2.18,1.94,0.503333333333333,0.085,0.5953497641045,0,NA,NA,NA,NA,0.0315066900254521,NA,0.104166666666667,NA,0.0315066900254521,NA,NA,0.304347826086957
"99",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,0,NA,NA,NA,NA,NA,0.08,NA,0.92,NA,1,NA,1,0.92,1,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
