binno,ratio_mean,ratio_ci,age
73,0,,400.45
74,0.275333333333333,0.0141004397094559,409.2
75,0.437333333333333,0.026539510168803,415
76,0.686396825396825,0.0591269654594623,421.1
77,0.284047619047619,0.0343625765429001,424.3
79,0.479380952380952,0.0358712509806054,428.95
80,0.59447619047619,0.0333870740124245,431.95
81,0.9417886002886,0.0525501443695242,435.95
82,0.932901691445809,0.0376461887368303,439.65
83,0.982045215104813,0.0395920397022224,442.3
84,1.00417893217893,0.0422149666261168,444.5
85,0.980183261183261,0.056062785923221,449.1
86,1.06453854478854,0.037869417026138,455.7
