"","16","17","49","50","51","52","59","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","94"
"23",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,4,4,4,2,6,4,11,7,7,9,15,14,9,11,11,20,19,19,11,NA
"24",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,2,3,3,2,5,6,11,7,7,10,14,18,9,10,16,19,19,17,12,NA
"25",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,4,4,3,3,5,6,11,7,7,9,13,11,11,13,14,21,19,16,8,NA
"26",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,4,2,5,2,5,5,11,10,7,10,15,16,8,8,13,23,19,18,9,NA
"27",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,3,3,3,4,5,11,9,6,9,17,15,12,12,11,30,20,17,10,NA
"28",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,5,3,3,2,7,5,11,8,5,10,12,14,10,13,14,24,19,15,8,NA
"29",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,3,5,3,2,6,5,11,7,8,10,14,17,8,13,13,24,20,19,11,NA
"30",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,3,4,3,2,7,5,11,8,6,9,13,12,8,9,12,21,19,15,14,NA
"31",NA,NA,1,1,1,1,1,1,1,NA,1,4,1,4,3,4,2,7,4,11,9,6,9,14,14,9,12,12,23,19,16,10,NA
"32",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,4,5,5,2,6,5,11,8,5,11,15,16,9,13,13,21,20,16,9,NA
"33",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,4,4,5,2,6,5,11,7,6,13,14,17,9,8,12,24,18,17,9,NA
"34",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,3,4,2,5,4,11,8,6,9,15,12,10,12,13,23,18,18,10,NA
"35",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,4,5,3,3,6,4,11,9,7,10,14,13,10,12,13,22,20,17,9,NA
"36",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,3,3,2,8,4,11,7,6,10,13,15,9,11,11,23,19,19,10,NA
"37",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,2,3,5,2,8,4,11,8,7,10,12,16,10,10,14,20,19,15,10,NA
"38",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,4,3,3,7,4,11,7,7,9,15,13,9,8,13,23,18,15,8,NA
"39",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,2,3,2,6,4,11,7,8,9,16,14,8,13,14,21,19,17,13,NA
"40",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,2,3,3,2,7,6,11,11,6,8,13,18,9,11,13,25,19,15,10,NA
"41",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,4,4,2,5,5,11,8,7,11,12,14,8,10,13,21,21,17,11,NA
"42",NA,NA,1,1,1,1,1,1,1,NA,2,2,2,2,3,3,2,6,4,11,7,6,9,15,13,8,12,11,24,19,16,8,NA
"43",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,3,4,2,5,4,11,9,6,9,17,13,8,10,14,23,20,16,12,NA
"44",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,2,4,6,2,6,6,11,9,8,9,14,15,8,13,11,22,20,16,12,NA
"45",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,3,3,5,2,8,5,11,8,5,11,14,13,7,14,13,25,20,19,7,NA
"46",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,4,5,3,5,5,11,9,8,10,14,10,10,11,12,22,21,14,10,NA
"47",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,3,5,4,3,6,5,11,8,8,13,13,14,8,10,13,26,20,16,9,NA
"48",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,4,3,4,2,7,5,12,9,7,9,15,14,10,10,12,20,20,14,8,NA
"49",NA,NA,1,1,1,1,1,1,1,NA,1,2,1,2,4,3,2,5,5,11,9,7,12,14,11,9,9,14,23,19,16,8,NA
"50",NA,NA,1,1,1,1,1,1,1,NA,2,2,1,4,5,4,2,5,5,11,7,6,10,14,16,9,9,13,20,18,15,11,NA
