"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0384615384615385,0.0714285714285714,0.0476190476190476,0.0666666666666667,0.285714285714286,0.230769230769231,0.208333333333333,0.25531914893617,0.333333333333333,0.28,0.230769230769231,0.0555555555555556,0.125,0.0526315789473684,0.0652173913043478,0.0594059405940594,0.0674157303370786,0.099009900990099,0.0941176470588235,0.123287671232877,0.072463768115942,0.0357142857142857,0.0714285714285714,0.0666666666666667,0.0555555555555556,0.0625,0.0444444444444444,0.0434782608695652,0.0208333333333333,0.0333333333333333,0.0285714285714286,0.012987012987013,0.0101010101010101,0.01,0.0181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0357142857142857,0.125,0.0526315789473684,0.0952380952380952,0.166666666666667,0.25,0.3,0.219512195121951,0.3125,0.28,0.176470588235294,0.0666666666666667,0.145454545454545,0.0428571428571429,0.0576923076923077,0.08,0.0786516853932584,0.09375,0.08,0.118421052631579,0.0819672131147541,0.037037037037037,0.0555555555555556,0.0645161290322581,0.0588235294117647,0.0714285714285714,0.0555555555555556,0.0612244897959184,0.0392156862745098,0.0344827586206897,0.0294117647058824,0.0138888888888889,0.00917431192660551,0.00925925925925926,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,0.0625,0.142857142857143,0.0666666666666667,0.25,0.384615384615385,0.22,0.244444444444444,0.526315789473684,0.25,0.153846153846154,0.0769230769230769,0.132075471698113,0.0491803278688525,0.0930232558139535,0.0978260869565217,0.0736842105263158,0.0721649484536082,0.0476190476190476,0.126582278481013,0.0895522388059701,0.0384615384615385,0.0769230769230769,0.0714285714285714,0.0857142857142857,0.117647058823529,0.0512820512820513,0.117647058823529,0.0188679245283019,0.0285714285714286,0.0285714285714286,0.0138888888888889,0.00970873786407767,0.00961538461538462,0.0169491525423729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.0714285714285714,0.0909090909090909,0.0588235294117647,0.214285714285714,0.230769230769231,0.311111111111111,0.244897959183673,0.428571428571429,0.21875,0.125,0.0769230769230769,0.116666666666667,0.0535714285714286,0.0752688172043011,0.0555555555555556,0.0666666666666667,0.0980392156862745,0.0740740740740741,0.114285714285714,0.0694444444444444,0.0357142857142857,0.0909090909090909,0.0645161290322581,0.0588235294117647,0.0625,0.0769230769230769,0.0408163265306122,0.0178571428571429,0.03125,0.027027027027027,0.012987012987013,0.00980392156862745,0.00934579439252336,0.0163934426229508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333333333333333,0.0555555555555556,0.0869565217391304,0.0666666666666667,0.166666666666667,0.230769230769231,0.236363636363636,0.333333333333333,0.5,0.291666666666667,0.117647058823529,0.0666666666666667,0.111111111111111,0.0689655172413793,0.0693069306930693,0.0792079207920792,0.0813953488372093,0.0721649484536082,0.0574712643678161,0.111111111111111,0.107692307692308,0.037037037037037,0.0769230769230769,0.0645161290322581,0.0666666666666667,0.09375,0.0606060606060606,0.0517241379310345,0.0172413793103448,0.0434782608695652,0.025,0.0128205128205128,0.00970873786407767,0.00961538461538462,0.0181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0384615384615385,0.0769230769230769,0.0689655172413793,0.125,0.166666666666667,0.2,0.260869565217391,0.260869565217391,0.375,0.2,0.1875,0.0833333333333333,0.120689655172414,0.0526315789473684,0.0674157303370786,0.0891089108910891,0.0561797752808989,0.0792079207920792,0.126582278481013,0.119047619047619,0.133333333333333,0.0285714285714286,0.0833333333333333,0.0869565217391304,0.09375,0.0857142857142857,0.0512820512820513,0.0454545454545455,0.02,0.032258064516129,0.0303030303030303,0.012987012987013,0.00909090909090909,0.00943396226415094,0.0158730158730159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.0625,0.1,0.125,0.142857142857143,0.307692307692308,0.272727272727273,0.3,0.333333333333333,0.24,0.181818181818182,0.111111111111111,0.109375,0.0701754385964912,0.0666666666666667,0.0693069306930693,0.0537634408602151,0.0824742268041237,0.0864197530864197,0.120481927710843,0.0923076923076923,0.0689655172413793,0.0714285714285714,0.1,0.0740740740740741,0.111111111111111,0.0487804878048781,0.0454545454545455,0.0178571428571429,0.0303030303030303,0.0294117647058824,0.0123456790123457,0.00900900900900901,0.00961538461538462,0.0169491525423729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0384615384615385,0.0588235294117647,0.0416666666666667,0.0526315789473684,0.25,0.307692307692308,0.277777777777778,0.292682926829268,0.666666666666667,0.24,0.25,0.0909090909090909,0.0862068965517241,0.0344827586206897,0.0510204081632653,0.0673076923076923,0.04,0.0786516853932584,0.0897435897435897,0.114942528735632,0.0615384615384615,0.0357142857142857,0.0769230769230769,0.125,0.0689655172413793,0.0645161290322581,0.0526315789473684,0.0888888888888889,0.0212765957446809,0.03125,0.0285714285714286,0.0147058823529412,0.0102040816326531,0.01,0.0188679245283019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037037037037037,0.0909090909090909,0.0714285714285714,0.05,0.142857142857143,0.461538461538462,0.238095238095238,0.2,0.466666666666667,0.291666666666667,0.230769230769231,0.0769230769230769,0.114754098360656,0.0303030303030303,0.0666666666666667,0.0612244897959184,0.0689655172413793,0.0919540229885057,0.0933333333333333,0.138888888888889,0.0757575757575758,0.0294117647058824,0.0666666666666667,0.125,0.0769230769230769,0.0689655172413793,0.0882352941176471,0.0392156862745098,0.0196078431372549,0.0285714285714286,0.032258064516129,0.0138888888888889,0.0101010101010101,0.00934579439252336,0.015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0344827586206897,0.0769230769230769,0.04,0.0476190476190476,0.272727272727273,0.25,0.234042553191489,0.204081632653061,0.294117647058824,0.166666666666667,0.1875,0.125,0.127272727272727,0.103448275862069,0.0659340659340659,0.0654205607476635,0.043956043956044,0.09375,0.0833333333333333,0.12987012987013,0.078125,0.0333333333333333,0.0714285714285714,0.08,0.0967741935483871,0.0769230769230769,0.105263157894737,0.0425531914893617,0.0169491525423729,0.0333333333333333,0.0294117647058824,0.0136986301369863,0.00970873786407767,0.0102040816326531,0.0181818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
