"",34,44,35,41,NA,NA,66,45,48,56,25,73,66,61,33,90,48,42,63,55,28,17,38,63,34,NA,32,25,50,43,25,35,27,23,44,30,21,8,17,33,12,19,20,NA,4,36,40,39,34,18,9,16,28,42,32,30,31,40,29,23,8,38,17,32,26,30,26,30,15,7,14,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",36,39,34,42,NA,NA,65,44,48,55,23,76,68,60,43,85,46,39,62,45,31,14,32,62,40,NA,35,22,49,46,23,35,28,26,41,37,17,7,15,36,13,18,21,NA,4,36,39,40,33,21,10,17,25,39,34,35,29,43,29,22,13,31,19,29,24,30,24,30,17,11,13,NA,11,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,42,34,40,NA,NA,66,44,46,56,25,75,67,64,38,84,44,43,68,46,27,12,36,60,31,NA,31,23,48,45,22,28,23,31,45,38,21,7,21,36,14,15,19,NA,4,34,40,39,34,21,6,16,29,43,33,29,38,38,28,21,7,28,14,33,22,30,22,30,17,8,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",31,46,34,42,NA,NA,64,43,41,54,24,74,66,60,39,82,42,35,54,49,32,14,37,64,39,NA,31,24,54,42,24,27,27,30,41,34,23,9,16,32,12,17,18,NA,3,33,41,40,32,26,9,13,29,39,33,34,30,39,30,25,10,30,16,40,22,30,23,30,15,10,13,NA,13,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,47,34,41,NA,NA,70,45,44,52,25,73,67,63,41,88,44,39,62,42,29,17,41,63,38,NA,35,21,50,44,25,29,25,27,42,32,17,8,17,32,17,16,23,NA,4,36,42,40,36,21,10,16,28,43,35,30,32,39,32,21,9,35,15,25,26,30,21,30,18,8,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,46,35,40,NA,NA,67,44,44,54,27,73,68,63,38,83,46,42,56,44,29,18,38,67,38,NA,33,27,46,45,20,28,31,24,44,34,17,10,18,33,15,19,24,NA,5,34,38,40,35,28,7,19,27,45,34,32,35,34,28,23,10,27,17,31,23,30,24,30,15,8,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,50,34,44,NA,NA,70,44,41,55,25,76,66,56,38,81,44,38,64,45,30,14,30,63,37,NA,32,27,42,42,25,29,25,32,39,32,16,9,18,33,16,19,23,NA,4,37,37,36,35,20,8,17,27,42,29,28,33,38,28,24,10,36,17,29,21,31,25,30,16,10,13,NA,11,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,43,34,41,NA,NA,66,44,42,56,25,73,66,62,35,81,44,38,64,40,28,20,40,61,35,NA,34,25,47,44,21,30,33,23,40,38,17,11,16,36,15,15,22,NA,3,42,39,38,35,24,9,16,23,48,31,33,33,36,30,32,12,36,15,28,21,29,23,30,16,8,13,NA,12,NA,NA,NA,NA,NA,1,NA,NA,1,1
"",34,44,34,42,NA,NA,69,44,43,55,26,77,67,60,38,84,46,39,60,42,29,19,39,64,37,NA,31,27,48,42,28,31,27,28,44,30,19,8,16,32,16,15,22,NA,4,34,42,40,36,26,8,15,22,44,36,27,36,36,29,26,11,36,15,39,22,30,20,30,17,9,15,NA,11,NA,NA,NA,NA,NA,1,NA,NA,1,1
"Mean",34.16,44.14,34.48,42.14,NA,NA,67.84,43.86,44.2,54.18,25.38,74.04,66.64,61.62,37.26,82.94,46.46,39.16,60.06,45.42,28.2,15.08,36.58,62.88,37.36,NA,33.16,24.5,47.86,43.9,23.94,31.82,26.94,27.16,42.06,32.94,17.96,9.74,16.68,34.22,14.44,17.32,21.74,NA,4.02,36.64,40.04,38.72,34.24,22.9,8.06,14.86,26.66,42.62,33.7,31.12,33.12,37.64,27.92,24.8,10.04,32.86,16,31.5,23.96,29.6,23.3,30.02,16.68,9.12,13.54,NA,11.98,NA,NA,NA,NA,NA,1,NA,NA,1,1
