"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,28,28,33,38,45,57,42,28,22,16,36,65,28,35,53,25,43,27,28,28,25,14,9,53,56,47,69,83,17,20,28,14,22,24,24,19,25,15,14,22,16,27,16,19,22,36,12,18,8,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,31,20,22,33,38,54,33,32,20,19,29,60,27,35,62,29,42,28,27,25,29,15,12,58,56,47,66,77,19,16,23,14,28,21,25,19,22,15,13,23,18,26,16,17,24,43,16,18,8,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,26,25,28,36,44,59,37,32,20,20,36,60,31,35,58,31,44,22,24,33,25,14,9,57,60,46,67,84,17,15,31,15,27,20,22,20,21,14,16,23,19,28,16,17,20,33,13,18,9,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,21,26,28,35,40,55,45,31,22,18,32,72,32,40,58,31,42,24,28,23,23,13,8,57,56,44,65,82,20,15,26,14,27,25,21,30,21,16,16,22,17,30,16,19,19,34,11,22,8,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,27,25,28,38,39,61,37,27,20,16,32,64,24,39,57,28,40,28,27,27,20,16,9,51,55,45,64,96,20,19,25,14,22,25,25,20,20,16,15,24,15,27,16,16,24,42,14,19,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,29,22,25,35,37,58,43,28,23,17,29,58,31,35,52,27,43,24,26,29,28,17,11,61,51,43,63,81,17,17,26,15,28,21,24,20,20,15,18,23,16,27,16,21,22,38,13,20,9,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,21,24,34,40,57,33,32,19,21,31,61,27,39,60,27,42,20,28,27,27,17,8,60,58,42,61,87,15,21,25,12,22,21,25,22,21,15,15,23,20,28,16,18,21,38,14,19,7,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30,23,21,33,40,58,38,33,21,17,29,63,33,41,57,28,47,22,31,30,22,15,8,54,57,45,64,79,19,23,24,13,23,23,21,18,21,16,16,23,14,29,16,17,20,40,11,19,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,28,21,23,38,37,55,37,30,21,19,31,67,30,38,57,25,40,22,26,28,20,15,8,56,55,43,71,84,18,19,26,15,26,22,19,18,20,14,15,22,16,30,16,14,22,39,12,19,9,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,28,23,24,36,39,63,36,29,23,18,32,61,26,35,52,28,42,20,30,27,27,15,13,58,56,48,67,80,20,26,30,14,25,27,21,25,20,15,17,23,16,29,16,14,24,34,13,19,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,25,25,29,32,39,64,36,29,20,16,32,60,30,37,54,31,40,21,32,27,23,17,10,51,50,46,61,79,18,19,23,15,23,26,21,22,20,17,16,25,19,26,16,20,24,37,13,18,10,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.44,26.48,24.66,25.54,33.58,41.28,59.16,37.8,29.38,21.74,18.06,31.12,63.84,29.4,35.68,53.86,27.88,42.54,23.86,28.2,26.94,25.6,15.86,9.56,55.92,54.34,45.24,65.12,84.06,18.48,18.2,26.68,13.74,24.78,23.7,23.14,20.6,21,16.2,15.06,22.8,16.8,28.08,16,17.98,23.04,36.7,12.8,19.2,8.6,9.66,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
